global_task_id,suite,task_id,init_state_id,correct_teacher_demo,other_teacher_demo,video_ordinal,env_seed,policy_seed_root,correct_success,same_task_other_success,cross_suite_wrong_success,shuffled_success,reversed_success,no_video_success
32,libero_10,2,15,36,3,15,7,7,0,0,0,0,0,0
32,libero_10,2,16,18,35,16,7,7,0,0,0,0,0,0
32,libero_10,2,17,46,13,17,7,7,0,0,0,0,0,0
32,libero_10,2,18,39,6,18,7,7,0,0,0,0,0,0
32,libero_10,2,19,31,48,19,7,7,0,0,0,0,0,0
32,libero_10,2,20,32,49,20,7,7,0,0,0,0,0,0
32,libero_10,2,21,34,1,21,7,7,0,0,0,0,0,0
32,libero_10,2,22,19,36,22,7,7,0,0,0,0,0,0
32,libero_10,2,23,49,16,23,7,7,0,0,0,0,0,0
32,libero_10,2,24,45,12,24,7,7,0,0,0,0,0,0
32,libero_10,2,25,21,38,25,7,7,0,0,0,0,0,0
32,libero_10,2,26,44,11,26,7,7,0,0,0,0,0,0
32,libero_10,2,27,2,19,27,7,7,0,0,0,0,0,0
32,libero_10,2,28,38,5,28,7,7,0,0,0,0,0,0
32,libero_10,2,29,5,22,29,7,7,0,0,0,0,0,0
32,libero_10,2,30,1,18,30,7,7,0,0,0,0,0,0
32,libero_10,2,31,27,44,31,7,7,0,0,0,0,0,0
32,libero_10,2,32,7,24,32,7,7,0,0,0,0,0,0
32,libero_10,2,33,13,30,33,7,7,0,0,0,0,0,0
32,libero_10,2,34,23,40,34,7,7,0,0,0,0,0,0
32,libero_10,2,35,11,28,35,7,7,0,0,0,0,0,0
32,libero_10,2,36,9,26,36,7,7,0,0,0,0,0,0
32,libero_10,2,37,0,17,37,7,7,0,0,0,0,0,0
32,libero_10,2,38,10,27,38,7,7,0,0,0,0,0,0
32,libero_10,2,39,26,43,39,7,7,0,0,0,0,0,0
32,libero_10,2,40,4,21,40,7,7,0,0,0,0,0,0
32,libero_10,2,41,30,47,41,7,7,0,0,0,0,0,0
32,libero_10,2,42,40,7,42,7,7,0,0,0,0,0,0
32,libero_10,2,43,22,39,43,7,7,0,0,0,0,0,0
32,libero_10,2,44,41,8,44,7,7,0,0,0,0,0,0
32,libero_10,2,45,17,34,45,7,7,0,0,0,0,0,0
32,libero_10,2,46,20,37,46,7,7,0,0,0,0,0,0
32,libero_10,2,47,14,31,47,7,7,0,0,0,0,0,0
32,libero_10,2,48,48,15,48,7,7,0,0,0,0,0,0
32,libero_10,2,49,6,23,49,7,7,0,0,0,0,0,0
23,libero_goal,3,0,35,2,0,7,7,0,0,0,0,0,0
23,libero_goal,3,1,13,30,1,7,7,0,0,0,0,0,0
23,libero_goal,3,2,15,32,2,7,7,0,0,0,0,0,0
23,libero_goal,3,3,8,25,3,7,7,0,0,0,0,0,0
23,libero_goal,3,4,34,1,4,7,7,0,0,0,0,0,0
23,libero_goal,3,5,28,45,5,7,7,0,0,0,0,0,0
23,libero_goal,3,6,29,46,6,7,7,0,0,0,0,0,0
23,libero_goal,3,7,19,36,7,7,7,0,0,0,0,0,0
23,libero_goal,3,8,17,34,8,7,7,0,0,0,0,0,0
23,libero_goal,3,9,2,19,9,7,7,0,0,0,0,0,0
23,libero_goal,3,10,0,17,10,7,7,0,0,0,0,0,0
23,libero_goal,3,11,31,48,11,7,7,0,0,0,0,0,0
23,libero_goal,3,12,3,20,12,7,7,0,0,0,0,0,0
23,libero_goal,3,13,30,47,13,7,7,0,0,0,0,0,0
23,libero_goal,3,14,5,22,14,7,7,0,0,0,0,0,0
23,libero_goal,3,15,26,43,15,7,7,0,0,0,0,0,0
23,libero_goal,3,16,4,21,16,7,7,0,0,0,0,0,0
23,libero_goal,3,17,9,26,17,7,7,0,0,0,0,0,0
23,libero_goal,3,18,14,31,18,7,7,0,0,0,0,0,0
23,libero_goal,3,19,12,29,19,7,7,0,0,0,0,0,0
23,libero_goal,3,20,27,44,20,7,7,0,0,0,0,0,0
23,libero_goal,3,21,32,49,21,7,7,0,0,0,0,0,0
23,libero_goal,3,22,36,3,22,7,7,0,0,0,0,0,0
23,libero_goal,3,23,44,11,23,7,7,0,0,0,0,0,0
23,libero_goal,3,24,46,13,24,7,7,0,0,0,0,0,0
23,libero_goal,3,25,11,28,25,7,7,0,0,0,0,0,0
23,libero_goal,3,26,41,8,26,7,7,0,0,0,0,0,0
23,libero_goal,3,27,16,33,27,7,7,0,0,0,0,0,0
23,libero_goal,3,28,48,15,28,7,7,0,0,0,0,0,0
23,libero_goal,3,29,23,40,29,7,7,0,0,0,0,0,0
23,libero_goal,3,30,21,38,30,7,7,0,0,0,0,0,0
23,libero_goal,3,31,38,5,31,7,7,0,0,0,0,0,0
23,libero_goal,3,32,22,39,32,7,7,0,0,0,0,0,0
23,libero_goal,3,33,39,6,33,7,7,0,0,0,0,0,0
23,libero_goal,3,34,42,9,34,7,7,0,0,0,0,0,0
23,libero_goal,3,35,18,35,35,7,7,0,0,0,0,0,0
23,libero_goal,3,36,6,23,36,7,7,0,0,0,0,0,0
23,libero_goal,3,37,49,16,37,7,7,0,0,0,0,0,0
23,libero_goal,3,38,33,0,38,7,7,0,0,0,0,0,0
23,libero_goal,3,39,37,4,39,7,7,0,0,0,0,0,0
23,libero_goal,3,40,24,41,40,7,7,0,0,0,0,0,0
23,libero_goal,3,41,7,24,41,7,7,0,0,0,0,0,0
23,libero_goal,3,42,40,7,42,7,7,0,0,0,0,0,0
23,libero_goal,3,43,1,18,43,7,7,0,0,0,0,0,0
23,libero_goal,3,44,20,37,44,7,7,0,0,0,0,0,0
23,libero_goal,3,45,45,12,45,7,7,0,0,0,0,0,0
23,libero_goal,3,46,10,27,46,7,7,0,0,0,0,0,0
23,libero_goal,3,47,47,14,47,7,7,0,0,0,0,0,0
23,libero_goal,3,48,43,10,48,7,7,0,0,0,0,0,0
23,libero_goal,3,49,25,42,49,7,7,0,0,0,0,0,0
26,libero_goal,6,0,45,12,0,7,7,1,1,1,1,1,1
26,libero_goal,6,1,8,25,1,7,7,1,1,1,1,1,1
26,libero_goal,6,2,22,39,2,7,7,1,1,1,1,1,1
26,libero_goal,6,3,34,1,3,7,7,1,1,0,0,1,0
26,libero_goal,6,4,49,16,4,7,7,1,1,1,1,1,1
26,libero_goal,6,5,41,8,5,7,7,1,1,1,0,0,0
26,libero_goal,6,6,9,26,6,7,7,1,1,1,1,1,1
26,libero_goal,6,7,40,7,7,7,7,1,1,1,1,1,1
26,libero_goal,6,8,29,46,8,7,7,1,1,1,1,1,1
26,libero_goal,6,9,26,43,9,7,7,1,1,1,1,1,1
26,libero_goal,6,10,7,24,10,7,7,1,1,0,1,0,1
26,libero_goal,6,11,10,27,11,7,7,1,1,1,0,0,0
26,libero_goal,6,12,44,11,12,7,7,1,1,1,1,1,1
26,libero_goal,6,13,1,18,13,7,7,1,1,0,0,0,1
26,libero_goal,6,14,35,2,14,7,7,1,1,1,1,1,1
26,libero_goal,6,15,20,37,15,7,7,1,1,1,1,0,1
26,libero_goal,6,16,2,19,16,7,7,1,1,0,0,0,0
26,libero_goal,6,17,0,17,17,7,7,1,1,1,0,1,1
26,libero_goal,6,18,23,40,18,7,7,1,1,1,1,1,1
26,libero_goal,6,19,36,3,19,7,7,1,1,1,1,0,1
26,libero_goal,6,20,43,10,20,7,7,1,0,0,1,1,1
26,libero_goal,6,21,21,38,21,7,7,1,1,1,1,1,1
26,libero_goal,6,22,31,48,22,7,7,1,1,1,1,1,1
26,libero_goal,6,23,27,44,23,7,7,1,1,1,1,1,1
26,libero_goal,6,24,47,14,24,7,7,1,1,1,1,1,0
26,libero_goal,6,25,5,22,25,7,7,1,1,1,0,0,1
26,libero_goal,6,26,11,28,26,7,7,1,1,1,1,1,0
26,libero_goal,6,27,24,41,27,7,7,1,1,1,1,0,1
26,libero_goal,6,28,38,5,28,7,7,1,1,1,1,1,1
26,libero_goal,6,29,16,33,29,7,7,1,1,1,1,0,1
26,libero_goal,6,30,39,6,30,7,7,1,1,1,1,1,1
26,libero_goal,6,31,12,29,31,7,7,1,1,1,1,1,1
26,libero_goal,6,32,42,9,32,7,7,1,1,0,1,1,1
26,libero_goal,6,33,48,15,33,7,7,1,1,1,1,1,1
26,libero_goal,6,34,32,49,34,7,7,1,1,1,0,1,1
26,libero_goal,6,35,13,30,35,7,7,1,0,1,0,1,1
26,libero_goal,6,36,4,21,36,7,7,1,1,1,1,1,1
26,libero_goal,6,37,30,47,37,7,7,1,1,1,1,0,1
26,libero_goal,6,38,3,20,38,7,7,1,1,1,1,1,1
26,libero_goal,6,39,46,13,39,7,7,1,1,1,1,0,1
26,libero_goal,6,40,14,31,40,7,7,0,1,1,1,1,1
26,libero_goal,6,41,28,45,41,7,7,1,1,1,0,1,1
26,libero_goal,6,42,19,36,42,7,7,1,1,1,1,0,1
26,libero_goal,6,43,17,34,43,7,7,1,1,1,1,0,1
26,libero_goal,6,44,33,0,44,7,7,1,1,1,1,1,0
26,libero_goal,6,45,37,4,45,7,7,1,1,1,1,1,1
26,libero_goal,6,46,15,32,46,7,7,1,1,1,1,1,1
26,libero_goal,6,47,25,42,47,7,7,1,1,1,1,1,1
26,libero_goal,6,48,6,23,48,7,7,0,0,1,0,1,1
26,libero_goal,6,49,18,35,49,7,7,1,1,1,1,1,0
11,libero_object,1,0,34,1,0,7,7,1,1,1,0,0,0
11,libero_object,1,1,10,27,1,7,7,1,1,1,0,1,0
11,libero_object,1,2,12,29,2,7,7,1,1,1,1,1,0
11,libero_object,1,3,2,19,3,7,7,1,1,1,1,1,0
11,libero_object,1,4,39,6,4,7,7,1,1,0,1,1,0
11,libero_object,1,5,8,25,5,7,7,1,1,1,1,1,0
11,libero_object,1,6,35,2,6,7,7,1,1,0,0,1,0
11,libero_object,1,7,41,8,7,7,7,1,1,1,1,1,0
11,libero_object,1,8,45,12,8,7,7,1,1,1,1,1,0
11,libero_object,1,9,16,33,9,7,7,1,1,1,1,1,0
11,libero_object,1,10,4,21,10,7,7,1,1,0,0,1,0
11,libero_object,1,11,3,20,11,7,7,1,1,0,1,1,0
11,libero_object,1,12,30,47,12,7,7,1,1,1,0,1,0
11,libero_object,1,13,23,40,13,7,7,1,1,1,1,1,1
11,libero_object,1,14,14,31,14,7,7,1,1,1,1,1,0
11,libero_object,1,15,48,15,15,7,7,1,1,1,0,1,0
11,libero_object,1,16,33,0,16,7,7,1,1,1,1,1,0
11,libero_object,1,17,18,35,17,7,7,0,0,1,1,0,0
11,libero_object,1,18,13,30,18,7,7,1,1,1,1,1,0
11,libero_object,1,19,46,13,19,7,7,1,1,0,1,1,0
11,libero_object,1,20,43,10,20,7,7,1,0,0,0,0,0
11,libero_object,1,21,28,45,21,7,7,0,0,1,1,0,0
11,libero_object,1,22,29,46,22,7,7,1,1,1,0,1,0
11,libero_object,1,23,17,34,23,7,7,1,1,0,1,1,0
11,libero_object,1,24,37,4,24,7,7,1,1,1,1,1,0
11,libero_object,1,25,31,48,25,7,7,1,1,0,1,1,0
11,libero_object,1,26,26,43,26,7,7,1,1,1,1,1,0
11,libero_object,1,27,40,7,27,7,7,1,1,1,1,1,0
11,libero_object,1,28,42,9,28,7,7,1,1,1,0,1,0
11,libero_object,1,29,32,49,29,7,7,1,1,1,1,1,0
11,libero_object,1,30,24,41,30,7,7,0,0,1,0,0,0
11,libero_object,1,31,19,36,31,7,7,1,1,1,1,1,0
11,libero_object,1,32,47,14,32,7,7,0,0,0,1,1,0
11,libero_object,1,33,38,5,33,7,7,0,0,1,0,0,0
11,libero_object,1,34,11,28,34,7,7,1,1,1,0,1,0
11,libero_object,1,35,22,39,35,7,7,1,1,1,1,1,0
11,libero_object,1,36,25,42,36,7,7,1,1,1,1,1,0
11,libero_object,1,37,15,32,37,7,7,1,1,1,1,1,0
11,libero_object,1,38,9,26,38,7,7,0,1,0,1,0,0
11,libero_object,1,39,5,22,39,7,7,1,1,0,1,1,0
11,libero_object,1,40,7,24,40,7,7,1,1,0,1,1,0
11,libero_object,1,41,1,18,41,7,7,1,1,1,1,0,0
11,libero_object,1,42,27,44,42,7,7,1,1,1,1,1,0
11,libero_object,1,43,20,37,43,7,7,1,0,1,1,1,0
11,libero_object,1,44,0,17,44,7,7,1,1,1,1,1,0
11,libero_object,1,45,49,16,45,7,7,1,1,1,1,1,0
11,libero_object,1,46,44,11,46,7,7,1,1,1,1,1,0
11,libero_object,1,47,36,3,47,7,7,1,1,1,0,1,0
11,libero_object,1,48,6,23,48,7,7,0,1,0,0,0,0
11,libero_object,1,49,21,38,49,7,7,0,1,1,1,0,0
13,libero_object,3,0,33,0,0,7,7,0,1,0,0,0,0
13,libero_object,3,1,20,37,1,7,7,1,1,0,0,1,0
13,libero_object,3,2,18,35,2,7,7,0,0,0,0,1,0
13,libero_object,3,3,9,26,3,7,7,0,0,0,1,1,0
13,libero_object,3,4,42,9,4,7,7,0,0,0,0,0,0
13,libero_object,3,5,34,1,5,7,7,0,0,0,0,0,0
13,libero_object,3,6,24,41,6,7,7,1,1,0,0,0,0
13,libero_object,3,7,28,45,7,7,7,0,0,0,0,0,0
13,libero_object,3,8,25,42,8,7,7,0,0,0,0,0,0
13,libero_object,3,9,3,20,9,7,7,0,1,0,0,1,0
13,libero_object,3,10,16,33,10,7,7,1,0,0,1,1,0
13,libero_object,3,11,14,31,11,7,7,0,0,0,0,0,0
13,libero_object,3,12,44,11,12,7,7,0,1,0,0,1,0
13,libero_object,3,13,8,25,13,7,7,0,0,0,0,0,0
13,libero_object,3,14,48,15,14,7,7,1,1,0,1,1,0
13,libero_object,3,15,2,19,15,7,7,0,0,0,0,0,0
13,libero_object,3,16,36,3,16,7,7,0,0,0,1,1,0
13,libero_object,3,17,35,2,17,7,7,0,0,0,0,1,0
13,libero_object,3,18,0,17,18,7,7,1,1,0,0,1,0
13,libero_object,3,19,47,14,19,7,7,0,0,0,0,0,0
13,libero_object,3,20,30,47,20,7,7,0,0,0,0,1,0
13,libero_object,3,21,4,21,21,7,7,0,0,0,0,0,0
13,libero_object,3,22,13,30,22,7,7,1,1,0,0,0,0
13,libero_object,3,23,45,12,23,7,7,0,0,0,0,0,0
13,libero_object,3,24,43,10,24,7,7,0,1,0,0,0,0
13,libero_object,3,25,5,22,25,7,7,1,1,1,0,0,0
13,libero_object,3,26,7,24,26,7,7,0,0,0,0,0,0
13,libero_object,3,27,46,13,27,7,7,1,1,1,0,0,0
13,libero_object,3,28,15,32,28,7,7,0,0,1,0,0,0
13,libero_object,3,29,49,16,29,7,7,0,1,0,0,0,0
13,libero_object,3,30,26,43,30,7,7,1,1,1,1,1,0
13,libero_object,3,31,10,27,31,7,7,1,1,1,1,1,0
13,libero_object,3,32,23,40,32,7,7,1,0,0,0,1,0
13,libero_object,3,33,17,34,33,7,7,1,1,0,0,1,0
13,libero_object,3,34,1,18,34,7,7,0,0,0,1,1,0
13,libero_object,3,35,21,38,35,7,7,1,1,0,0,1,0
13,libero_object,3,36,12,29,36,7,7,1,1,0,0,0,0
13,libero_object,3,37,11,28,37,7,7,0,1,1,0,0,0
13,libero_object,3,38,40,7,38,7,7,0,1,0,1,1,0
13,libero_object,3,39,41,8,39,7,7,0,0,0,0,0,0
13,libero_object,3,40,19,36,40,7,7,0,0,0,0,0,0
13,libero_object,3,41,32,49,41,7,7,1,1,1,0,1,0
13,libero_object,3,42,38,5,42,7,7,0,0,1,0,0,0
13,libero_object,3,43,22,39,43,7,7,1,1,1,0,0,0
13,libero_object,3,44,29,46,44,7,7,0,0,0,0,0,0
13,libero_object,3,45,37,4,45,7,7,0,0,0,1,1,0
13,libero_object,3,46,31,48,46,7,7,0,0,0,0,0,0
13,libero_object,3,47,6,23,47,7,7,0,0,1,0,0,0
13,libero_object,3,48,27,44,48,7,7,1,1,0,0,0,0
13,libero_object,3,49,39,6,49,7,7,0,0,0,0,0,0
1,libero_spatial,1,0,1,18,0,7,7,0,0,0,0,0,0
1,libero_spatial,1,1,21,38,1,7,7,0,0,0,0,0,0
1,libero_spatial,1,2,39,6,2,7,7,0,0,0,0,0,0
1,libero_spatial,1,3,14,31,3,7,7,0,0,0,0,0,0
1,libero_spatial,1,4,2,19,4,7,7,0,0,0,0,0,0
1,libero_spatial,1,5,34,1,5,7,7,0,0,0,0,0,0
1,libero_spatial,1,6,40,7,6,7,7,0,0,0,0,0,0
1,libero_spatial,1,7,8,25,7,7,7,0,0,0,0,0,0
1,libero_spatial,1,8,4,21,8,7,7,0,0,0,0,0,0
1,libero_spatial,1,9,42,9,9,7,7,0,0,0,0,0,0
1,libero_spatial,1,10,44,11,10,7,7,0,0,0,0,0,0
1,libero_spatial,1,11,24,41,11,7,7,0,0,0,0,0,0
1,libero_spatial,1,12,36,3,12,7,7,0,0,0,0,0,0
1,libero_spatial,1,13,37,4,13,7,7,0,0,0,0,0,0
1,libero_spatial,1,14,18,35,14,7,7,0,0,0,0,0,0
1,libero_spatial,1,15,31,48,15,7,7,0,0,0,0,0,0
1,libero_spatial,1,16,33,0,16,7,7,0,0,0,0,0,0
1,libero_spatial,1,17,9,26,17,7,7,0,0,0,0,0,0
1,libero_spatial,1,18,6,23,18,7,7,0,0,0,0,0,0
1,libero_spatial,1,19,7,24,19,7,7,0,0,0,0,0,0
1,libero_spatial,1,20,27,44,20,7,7,0,0,0,0,0,0
1,libero_spatial,1,21,20,37,21,7,7,0,0,0,0,0,0
1,libero_spatial,1,22,38,5,22,7,7,0,0,0,0,0,0
1,libero_spatial,1,23,46,13,23,7,7,0,0,0,0,0,0
1,libero_spatial,1,24,17,34,24,7,7,0,0,0,0,0,0
1,libero_spatial,1,25,41,8,25,7,7,0,0,0,0,0,0
1,libero_spatial,1,26,0,17,26,7,7,0,0,0,0,0,0
1,libero_spatial,1,27,30,47,27,7,7,0,0,0,0,0,0
1,libero_spatial,1,28,22,39,28,7,7,0,0,0,0,0,0
1,libero_spatial,1,29,12,29,29,7,7,0,0,0,0,0,0
1,libero_spatial,1,30,47,14,30,7,7,0,0,0,0,0,0
1,libero_spatial,1,31,45,12,31,7,7,0,0,0,0,0,0
1,libero_spatial,1,32,32,49,32,7,7,0,0,0,0,0,0
1,libero_spatial,1,33,43,10,33,7,7,0,0,0,0,0,0
1,libero_spatial,1,34,3,20,34,7,7,0,0,0,0,0,0
1,libero_spatial,1,35,11,28,35,7,7,0,0,0,0,0,0
1,libero_spatial,1,36,48,15,36,7,7,0,0,0,0,0,0
1,libero_spatial,1,37,28,45,37,7,7,0,0,0,0,0,0
1,libero_spatial,1,38,35,2,38,7,7,0,0,0,0,0,0
1,libero_spatial,1,39,29,46,39,7,7,0,0,0,0,0,0
1,libero_spatial,1,40,15,32,40,7,7,0,0,0,0,0,0
1,libero_spatial,1,41,5,22,41,7,7,0,0,0,0,0,0
1,libero_spatial,1,42,26,43,42,7,7,0,0,0,0,0,0
1,libero_spatial,1,43,19,36,43,7,7,0,0,0,0,0,0
1,libero_spatial,1,44,23,40,44,7,7,0,0,0,0,0,0
1,libero_spatial,1,45,10,27,45,7,7,0,0,0,0,0,0
1,libero_spatial,1,46,16,33,46,7,7,0,0,0,0,0,0
1,libero_spatial,1,47,25,42,47,7,7,0,0,0,0,0,0
1,libero_spatial,1,48,49,16,48,7,7,0,0,0,0,0,0
1,libero_spatial,1,49,13,30,49,7,7,0,0,0,0,0,0
3,libero_spatial,3,0,2,19,0,7,7,1,1,0,0,0,0
3,libero_spatial,3,1,36,3,1,7,7,1,1,0,0,0,0
3,libero_spatial,3,2,43,10,2,7,7,1,1,0,1,0,0
3,libero_spatial,3,3,16,33,3,7,7,1,1,0,0,0,0
3,libero_spatial,3,4,7,24,4,7,7,0,0,0,0,0,0
3,libero_spatial,3,5,8,25,5,7,7,0,1,0,1,0,0
3,libero_spatial,3,6,14,31,6,7,7,1,0,0,0,0,0
3,libero_spatial,3,7,38,5,7,7,7,1,1,0,0,0,0
3,libero_spatial,3,8,33,0,8,7,7,0,0,0,0,0,0
3,libero_spatial,3,9,1,18,9,7,7,1,1,0,0,0,0
3,libero_spatial,3,10,21,38,10,7,7,1,1,0,1,0,0
3,libero_spatial,3,11,5,22,11,7,7,1,1,0,0,0,0
3,libero_spatial,3,12,49,16,12,7,7,1,1,0,0,0,0
3,libero_spatial,3,13,29,46,13,7,7,0,0,0,0,0,0
3,libero_spatial,3,14,24,41,14,7,7,1,1,0,1,0,0
3,libero_spatial,3,15,10,27,15,7,7,1,1,0,0,0,0
3,libero_spatial,3,16,44,11,16,7,7,0,0,0,0,0,0
3,libero_spatial,3,17,15,32,17,7,7,1,1,0,0,0,0
3,libero_spatial,3,18,19,36,18,7,7,1,1,0,0,0,0
3,libero_spatial,3,19,39,6,19,7,7,1,1,0,0,0,0
3,libero_spatial,3,20,6,23,20,7,7,0,0,0,0,0,0
3,libero_spatial,3,21,30,47,21,7,7,1,1,0,0,0,0
3,libero_spatial,3,22,28,45,22,7,7,0,0,0,0,0,0
3,libero_spatial,3,23,34,1,23,7,7,1,1,0,0,0,0
3,libero_spatial,3,24,3,20,24,7,7,1,1,0,0,0,0
3,libero_spatial,3,25,45,12,25,7,7,0,0,0,0,0,0
3,libero_spatial,3,26,32,49,26,7,7,1,1,0,0,0,0
3,libero_spatial,3,27,22,39,27,7,7,1,1,0,0,0,0
3,libero_spatial,3,28,20,37,28,7,7,0,0,0,0,0,0
3,libero_spatial,3,29,23,40,29,7,7,1,1,0,0,0,0
3,libero_spatial,3,30,9,26,30,7,7,1,1,0,0,0,0
3,libero_spatial,3,31,0,17,31,7,7,0,0,0,0,0,0
3,libero_spatial,3,32,4,21,32,7,7,1,1,0,1,0,0
3,libero_spatial,3,33,47,14,33,7,7,0,0,0,0,0,0
3,libero_spatial,3,34,31,48,34,7,7,1,1,0,0,0,0
3,libero_spatial,3,35,27,44,35,7,7,1,0,0,0,0,0
3,libero_spatial,3,36,17,34,36,7,7,1,1,0,1,0,0
3,libero_spatial,3,37,41,8,37,7,7,1,1,0,0,0,0
3,libero_spatial,3,38,25,42,38,7,7,1,1,0,0,0,0
3,libero_spatial,3,39,35,2,39,7,7,1,1,0,0,0,0
3,libero_spatial,3,40,46,13,40,7,7,0,0,0,0,0,0
3,libero_spatial,3,41,40,7,41,7,7,0,0,0,0,0,0
3,libero_spatial,3,42,42,9,42,7,7,1,1,0,0,0,0
3,libero_spatial,3,43,48,15,43,7,7,1,1,0,0,0,0
3,libero_spatial,3,44,26,43,44,7,7,1,0,0,0,0,0
3,libero_spatial,3,45,11,28,45,7,7,1,1,0,0,0,0
3,libero_spatial,3,46,18,35,46,7,7,0,0,0,0,0,0
3,libero_spatial,3,47,13,30,47,7,7,0,0,0,0,0,0
3,libero_spatial,3,48,12,29,48,7,7,1,0,0,0,0,0
3,libero_spatial,3,49,37,4,49,7,7,1,1,0,0,0,0
