optimizer_step,applied_lr,next_lr,mean_action_loss,gradient_norm_before_clip_max,global_action_queries,global_samples_per_task_this_step,global_task_count_this_step,step_seconds_max,max_cuda_reserved_bytes
461,0.00024197417472974743,0.00024162665682385672,0.09781933960039169,0.016956789419054985,265536,16,36,31.340273245237768,35362177024
462,0.00024162665682385672,0.00024127836343479535,0.09283400998295595,0.017977815121412277,266112,16,36,31.329378410242498,35362177024
463,0.00024127836343479535,0.00024092929768049115,0.09743807221659356,0.01950862444937229,266688,16,36,31.43344508484006,35362177024
464,0.00024092929768049115,0.0002405794626857861,0.09536851298374435,0.019838325679302216,267264,16,36,31.428855396807194,35362177024
465,0.0002405794626857861,0.00024022886158240857,0.09476863237149599,0.019696179777383804,267840,16,36,31.34470671415329,35362177024
466,0.00024022886158240857,0.00023987749750894495,0.09092146325080346,0.016072237864136696,268416,16,36,31.41916063800454,35362177024
467,0.00023987749750894495,0.00023952537361081197,0.09870556532405318,0.01693309284746647,268992,16,36,31.36949231196195,35362177024
468,0.00023952537361081197,0.00023917249304022812,0.09766522387508304,0.01723600924015045,269568,16,36,31.398932740092278,35362177024
469,0.00023917249304022812,0.0002388188589561857,0.10013986866559006,0.01835787296295166,270144,16,36,31.389579325914383,35362177024
470,0.0002388188589561857,0.00023846447452442266,0.09277594674171673,0.014630225487053394,270720,16,36,31.384029352106154,35362177024
471,0.00023846447452442266,0.00023810934291739372,0.10058411289679095,0.015619104728102684,271296,16,36,31.432116544805467,35362177024
472,0.00023810934291739372,0.00023775346731424259,0.09583647242592028,0.014681098982691765,271872,16,36,31.36011769482866,35362177024
473,0.00023775346731424259,0.00023739685090077312,0.09877026557094519,0.017517967149615288,272448,16,36,31.192018853966147,35362177024
474,0.00023739685090077312,0.00023703949686942107,0.09240100592271322,0.020230596885085106,273024,16,36,31.498693901114166,35362177024
475,0.00023703949686942107,0.00023668140841922515,0.0956753012077469,0.015285652130842209,273600,16,36,31.34887534659356,35362177024
476,0.00023668140841922515,0.00023632258875579877,0.09794685187646084,0.02002996951341629,274176,16,36,31.30433203605935,35362177024
477,0.00023632258875579877,0.000235963041091301,0.09754169080406429,0.021597018465399742,274752,16,36,31.322061436250806,35362177024
478,0.000235963041091301,0.00023560276864440823,0.0945611260831356,0.016237804666161537,275328,16,36,31.37008782988414,35362177024
479,0.00023560276864440823,0.00023524177464028485,0.09584179246384236,0.016509946435689926,275904,16,36,31.32077011698857,35362177024
480,0.00023524177464028485,0.00023488006231055483,0.09654444177997196,0.019227076321840286,276480,16,36,31.382317539770156,35362177024
481,0.00023488006231055483,0.00023451763489327254,0.09737776206909783,0.019422652199864388,277056,16,36,31.450009469408542,35362177024
482,0.00023451763489327254,0.00023415449563289373,0.09855290141422303,0.01695636287331581,277632,16,36,31.290210870094597,35362177024
483,0.00023415449563289373,0.0002337906477802468,0.09737849729653034,0.017373863607645035,278208,16,36,31.413780853152275,35362177024
484,0.0002337906477802468,0.00023342609459250325,0.09820589931526533,0.020180625841021538,278784,16,36,31.54247551271692,35362177024
485,0.00023342609459250325,0.0002330608393331489,0.09867503127962765,0.020915010944008827,279360,16,36,31.569226751103997,35362177024
486,0.0002330608393331489,0.00023269488527195446,0.09800609736703336,0.02078247256577015,279936,16,36,31.492788958828896,35362177024
487,0.00023269488527195446,0.00023232823568494635,0.09962126276352339,0.02081168256700039,280512,16,36,31.62644610973075,35362177024
488,0.00023232823568494635,0.0002319608938543774,0.0928722903934411,0.019576795399188995,281088,16,36,31.5397530910559,35362177024
489,0.0002319608938543774,0.0002315928630686972,0.09681054375444849,0.01774713024497032,281664,16,36,31.424518344923854,35362177024
490,0.0002315928630686972,0.00023122414662252313,0.0963925695978105,0.015349059365689754,282240,16,36,31.478126558009535,35362177024
491,0.00023122414662252313,0.00023085474781661054,0.09110128356971674,0.019366376101970673,282816,16,36,31.266132784076035,35362177024
492,0.00023085474781661054,0.00023048466995782322,0.09546879134399609,0.017143918201327324,283392,16,36,31.497322855051607,35362177024
493,0.00023048466995782322,0.00023011391635910386,0.09902843607900044,0.017367566004395485,283968,16,36,31.38435543095693,35362177024
494,0.00023011391635910386,0.0002297424903394444,0.09693577236288951,0.016018135473132133,284544,16,36,31.280055013950914,35362177024
495,0.0002297424903394444,0.00022937039522385636,0.09475056682195929,0.015375224873423576,285120,16,36,31.413837824948132,35362177024
496,0.00022937039522385636,0.00022899763434334092,0.09873717168294309,0.016240498051047325,285696,16,36,31.322225292678922,35362177024
497,0.00022899763434334092,0.00022862421103485924,0.09644980128440592,0.01636921614408493,286272,16,36,31.303844294976443,35362177024
498,0.00022862421103485924,0.00022825012864130263,0.09482541552279145,0.017754871398210526,286848,16,36,31.42857142072171,35362177024
499,0.00022825012864130263,0.00022787539051146233,0.10394458820681192,0.018619388341903687,287424,16,36,29.838609176687896,35362177024
500,0.00022787539051146233,0.00022749999999999997,0.09543649597455643,0.01545797474682331,288000,16,36,29.81745847966522,35362177024
