step,global_step,lr_applied,lr_next,mean_flow_loss,mean_teaching_loss,mean_total_loss,writer_grad_norm,text_meta_grad_norm,vl_meta_grad_norm,meta_grad_norm,total_grad_norm,seconds,gradient_sync_seconds,optimizer_seconds,peak_allocated_gib,peak_reserved_gib,condition_exposures,task_exposures,supervised_queries,teaching_queries,total_queries,optimizer_updates,rank_peak_allocated_gib_max,rank_peak_reserved_gib_max
1039,1039,0.0002976269914739761,0.0002976224295432223,0.11076758127836954,0.07030816189944744,0.13420363524485202,0.12833577394485474,7.972824096214026e-05,0.0038080611266195774,0.00011799005005741492,0.12833577394485474,11.283260577358305,0.031026734970510006,0.006067781709134579,20.67103624343872,22.798828125,4156,4156,87276,29092,116368,1039,20.67103624343872,22.798828125
1040,1040,0.0002976224295432223,0.00029761786326794093,0.09246309079407225,0.03266722895205021,0.10335216711142232,0.09965119510889053,4.987362626707181e-05,0.003012985223904252,0.0002282800996908918,0.09965119510889053,8.388398941606283,0.03124154359102249,0.006059927865862846,20.67103624343872,22.798828125,4160,4160,87360,29120,116480,1040,20.67103624343872,22.798828125
1041,1041,0.00029761786326794093,0.00029761329264827097,0.11584546119861659,0.06161811342462897,0.13638483234015958,0.11948589980602264,4.844058639719151e-05,0.0025482189375907183,0.0002462281263433397,0.11948589980602264,7.201273267157376,0.031232308596372604,0.006001937203109264,20.67103624343872,22.798828125,4164,4164,87444,29148,116592,1041,20.67103624343872,22.798828125
1042,1042,0.00029761329264827097,0.0002976087176843517,0.12434241823142483,0.06347416806966066,0.14550047425464505,0.19585168361663818,6.8273140641395e-05,0.0033224953804165125,0.000274236430414021,0.19585168361663818,10.263634542934597,0.033035012893378735,0.006075536832213402,20.67103624343872,22.798828125,4168,4168,87528,29176,116704,1042,20.67103624343872,22.798828125
1043,1043,0.0002976087176843517,0.0002976041383763225,0.08675625476808774,0.05606141313910484,0.1054433924811227,0.0851500928401947,2.6969100872520357e-05,0.001881502801552415,5.575396426138468e-05,0.0851500928401947,14.311425309628248,0.032044569961726665,0.005963729694485664,20.67103624343872,22.798828125,4172,4172,87612,29204,116816,1043,20.67103624343872,22.798828125
1044,1044,0.0002976041383763225,0.0002975995547243228,0.10884761535340831,0.08683943375945091,0.13779409327322528,0.3574964702129364,9.424897871213034e-05,0.008538330905139446,0.0002999105490744114,0.3574964702129364,9.030649145133793,0.032333954237401485,0.00606036651879549,20.67103624343872,22.798828125,4176,4176,87696,29232,116928,1044,20.67103624343872,22.798828125
1045,1045,0.0002975995547243228,0.00029759496672849227,0.08215737768581935,0.041851315880194306,0.09610781631255079,0.10729654133319855,3.431762524996884e-05,0.002437108661979437,0.0001262750301975757,0.10729654878377914,10.52276698499918,0.030475053004920483,0.006173979490995407,20.67103624343872,22.798828125,4180,4180,87780,29260,117040,1045,20.67103624343872,22.798828125
1046,1046,0.00029759496672849227,0.0002975903743889707,0.1058685565810828,0.049427551217377186,0.12234440698687518,0.10138242691755295,3.9868016756372526e-05,0.0037671125028282404,0.00013164905249141157,0.10138242691755295,9.441682756878436,0.030946034006774426,0.005974621511995792,20.67103624343872,22.798828125,4184,4184,87864,29288,117152,1046,20.67103624343872,22.798828125
1047,1047,0.0002975903743889707,0.0002975857777058979,0.09974327461705321,0.08847581967711449,0.1292352145094247,0.12232934683561325,4.963951141689904e-05,0.00271961884573102,0.00012262092786841094,0.12232934683561325,7.130049103870988,0.030712991952896118,0.006047336384654045,20.67103624343872,22.798828125,4188,4188,87948,29316,117264,1047,20.67103624343872,22.798828125
1048,1048,0.0002975857777058979,0.000297581176679414,0.11756235041788646,0.09119617380201817,0.14796107501855918,0.1538507491350174,7.590813766000792e-05,0.004343883600085974,0.00023699332086835057,0.1538507491350174,8.665551162324846,0.034787205047905445,0.006217101588845253,20.67103624343872,22.798828125,4192,4192,88032,29344,117376,1048,20.67103624343872,22.798828125
1049,1049,0.000297581176679414,0.000297576571309659,0.09121233969926834,0.05378640326671302,0.10914114078817268,0.09372895210981369,5.095913365948945e-05,0.0032258243300020695,0.0001842610799940303,0.09372895210981369,10.035744988359511,0.03564159758388996,0.0061412472277879715,20.67103624343872,22.798828125,4196,4196,88116,29372,117488,1049,20.67103624343872,22.798828125
1050,1050,0.000297576571309659,0.0002975719615967734,0.10050836533662817,0.047409493708983064,0.1163115299062892,0.16664263606071472,7.069293496897444e-05,0.006728392094373703,0.00019456831796560436,0.16664263606071472,7.155159378424287,0.031050086952745914,0.006139281205832958,20.67103624343872,22.798828125,4200,4200,88200,29400,117600,1050,20.67103624343872,22.798828125
1051,1051,0.0002975719615967734,0.0002975673475408975,0.0838352484362466,0.0505373936612159,0.10068104632331856,0.08455680310726166,2.8919508622493595e-05,0.0016050066333264112,4.146528590354137e-05,0.08455680310726166,13.970099657773972,0.03519701678305864,0.006005709990859032,20.67103624343872,22.798828125,4204,4204,88284,29428,117712,1051,20.67103624343872,22.798828125
1052,1052,0.0002975673475408975,0.00029756272914217174,0.11076388964872985,0.047544403467327356,0.12661202413783895,0.19817964732646942,3.841894431388937e-05,0.0027126858476549387,0.00019624672131612897,0.19817966222763062,7.7417831886559725,0.030920018441975117,0.006196404807269573,20.67103624343872,22.798828125,4208,4208,88368,29456,117824,1052,20.67103624343872,22.798828125
1053,1053,0.00029756272914217174,0.000297558106400737,0.09370777139528877,0.07187008764594793,0.11766446727727141,0.128223717212677,6.714661867590621e-05,0.0031165978871285915,0.0001049559359671548,0.128223717212677,11.61347612645477,0.030841954052448273,0.006771789863705635,20.67103624343872,22.80078125,4212,4212,88452,29484,117936,1053,20.67103624343872,22.80078125
1054,1054,0.000297558106400737,0.000297553479316734,0.08433832396708783,0.03250341699458659,0.09517279629861669,0.08760637789964676,5.464804416988045e-05,0.002335597528144717,6.465399928856641e-05,0.08760637789964676,7.504362133331597,0.03148301225155592,0.006186807528138161,20.67103624343872,22.80078125,4216,4216,88536,29512,118048,1054,20.67103624343872,22.80078125
1055,1055,0.000297553479316734,0.0002975488478903037,0.12274196646398022,0.04083123430609703,0.1363523778993459,0.1292373389005661,4.9025202315533534e-05,0.004011642653495073,0.00010012769780587405,0.1292373389005661,10.171532987616956,0.03537777904421091,0.006315908394753933,20.67103624343872,22.80078125,4220,4220,88620,29540,118160,1055,20.67103624343872,22.80078125
1056,1056,0.0002975488478903037,0.0002975442121215872,0.09217374275128046,0.022803800646215677,0.09977500963335234,0.0828908234834671,1.850687840487808e-05,0.001618587295524776,4.680441634263843e-05,0.0828908234834671,9.670941450633109,0.02999281045049429,0.0061958106234669685,20.67103624343872,22.80078125,4224,4224,88704,29568,118272,1056,20.67103624343872,22.80078125
1057,1057,0.0002975442121215872,0.0002975395720107257,0.11071659748752911,0.054631526581943035,0.12892710634817678,0.1657639741897583,8.637078281026334e-05,0.005474585574120283,0.000249252887442708,0.1657639741897583,8.711667153052986,0.030297135934233665,0.0065762558951973915,20.67103624343872,22.80078125,4228,4228,88788,29596,118384,1057,20.67103624343872,22.80078125
1058,1058,0.0002975395720107257,0.00029753492755786056,0.10968865565068664,0.06690407800488174,0.13199001498564722,0.1803264617919922,4.6224482503021136e-05,0.0031662210822105408,0.0001740542647894472,0.1803264617919922,15.348678215406835,0.030647050589323044,0.006920462474226952,20.671637535095215,22.80078125,4232,4232,88872,29624,118496,1058,20.671637535095215,22.80078125
1059,1059,0.00029753492755786056,0.00029753027876313324,0.08405216747806185,0.06759460642933846,0.106583702954508,0.08168113231658936,4.296232873457484e-05,0.0024451185017824173,5.892068293178454e-05,0.08168113231658936,9.8173704193905,0.030904150567948818,0.006106561981141567,20.671637535095215,22.80078125,4236,4236,88956,29652,118608,1059,20.671637535095215,22.80078125
1060,1060,0.00029753027876313324,0.0002975256256266853,0.11098414570802734,0.10062109399586916,0.14452451037331707,0.1492117941379547,6.124853098299354e-05,0.0036318283528089523,0.0002453700581099838,0.14921177923679352,9.67725295573473,0.0361284501850605,0.0059946561232209206,20.671637535095215,22.80078125,4240,4240,89040,29680,118720,1060,20.671637535095215,22.80078125
1061,1061,0.0002975256256266853,0.00029752096814865864,0.07863700225771893,0.036203305004164577,0.09070477059244045,0.11141737550497055,2.700493496377021e-05,0.002870456548407674,9.877156116999686e-05,0.11141737550497055,7.578599628061056,0.03428161796182394,0.006096943281590939,20.671637535095215,22.80078125,4244,4244,89124,29708,118832,1061,20.671637535095215,22.80078125
1062,1062,0.00029752096814865864,0.0002975163063291949,0.10920552714239982,0.04023724654689431,0.12261794265803126,0.14559684693813324,2.939376463473309e-05,0.0017914852360263467,7.331759115913883e-05,0.14559684693813324,9.645324700511992,0.030656345188617706,0.006041139364242554,20.671637535095215,22.80078125,4248,4248,89208,29736,118944,1062,20.671637535095215,22.80078125
1063,1063,0.0002975163063291949,0.00029751164016843636,0.09063711057284048,0.060455046594142914,0.11078879277088811,0.07904721051454544,3.907208883902058e-05,0.0018259021453559399,0.00015248337876982987,0.07904721051454544,7.837731483392417,0.03148855734616518,0.006860776804387569,20.671637535095215,22.80078125,4252,4252,89292,29764,119056,1063,20.671637535095215,22.80078125
1064,1064,0.00029751164016843636,0.000297506969666525,0.07667001412205753,0.040391117334365845,0.09013371990017947,0.09302899986505508,3.2074382033897564e-05,0.0025180294178426266,0.0001573390472913161,0.09302899986505508,10.198623765259981,0.03066619485616684,0.006174568086862564,20.671637535095215,22.80078125,4256,4256,89376,29792,119168,1064,20.671637535095215,22.80078125
1065,1065,0.000297506969666525,0.00029750229482360303,0.10247905476994457,0.06004792219027877,0.12249502883337082,0.11225564777851105,5.127888289280236e-05,0.0038931353483349085,0.0002860758686438203,0.11225564777851105,9.17513957992196,0.03067717608064413,0.006158267147839069,20.671637535095215,22.80078125,4260,4260,89460,29820,119280,1065,20.671637535095215,22.80078125
1066,1066,0.00029750229482360303,0.000297497615639813,0.11350473734949315,0.04859732463955879,0.12970384556267942,0.14426466822624207,6.557963934028521e-05,0.0032182533759623766,0.0002128142659785226,0.14426466822624207,7.61089092772454,0.03054054733365774,0.006150152534246445,20.671637535095215,22.80078125,4264,4264,89544,29848,119392,1066,20.671637535095215,22.80078125
1067,1067,0.000297497615639813,0.00029749293211529733,0.09908586705014817,0.05279645510017872,0.1166846854168744,0.11873205751180649,0.00017177291738335043,0.005391830112785101,0.00019294219964649528,0.11873205751180649,10.682480745948851,0.02996910084038973,0.006501000374555588,20.671637535095215,22.80078125,4268,4268,89628,29876,119504,1067,20.671637535095215,22.80078125
1068,1068,0.00029749293211529733,0.00029748824425019873,0.11139296970906712,0.07537175342440605,0.13651688751720248,0.14842256903648376,3.6003297282150015e-05,0.0029967252630740404,0.00020487024448812008,0.14842256903648376,7.232552752830088,0.03045755624771118,0.006568574346601963,20.671637535095215,22.80078125,4272,4272,89712,29904,119616,1068,20.671637535095215,22.80078125
1069,1069,0.00029748824425019873,0.00029748355204466006,0.11210884712636471,0.047808391973376274,0.1280449777841568,0.12502723932266235,2.970033892779611e-05,0.0021509781945496798,0.00010140056110685691,0.12502725422382355,10.932163828983903,0.03313541505485773,0.006223707459867001,20.671637535095215,22.80078125,4276,4276,89796,29932,119728,1069,20.671637535095215,22.80078125
1070,1070,0.00029748355204466006,0.0002974788554988242,0.07629726436876115,0.028515271143987775,0.08580235475009042,0.08239373564720154,4.26291226176545e-05,0.0033113264944404364,0.0001946061383932829,0.08239372819662094,7.942083011381328,0.036439044401049614,0.0061051081866025925,20.671637535095215,22.80078125,4280,4280,89880,29960,119840,1070,20.671637535095215,22.80078125
1071,1071,0.0002974788554988242,0.0002974741546128342,0.08974708031330789,0.04778171982616186,0.10567432025536184,0.11601987481117249,4.9025424232240766e-05,0.0024748858995735645,9.157681051874533e-05,0.11601987481117249,14.709910772740841,0.03056444227695465,0.006168880499899387,20.671637535095215,22.80078125,4284,4284,89964,29988,119952,1071,20.671637535095215,22.80078125
1072,1072,0.0002974741546128342,0.0002974694493868332,0.1091322670025485,0.0432940274477005,0.12356360948511533,0.16362106800079346,6.511615356430411e-05,0.0036604865454137325,5.7123455917462707e-05,0.16362106800079346,9.491487756371498,0.03420659713447094,0.007093827240169048,20.671637535095215,22.80078125,4288,4288,90048,30016,120064,1072,20.671637535095215,22.80078125
1073,1073,0.0002974694493868332,0.00029746473982096474,0.09400467618945098,0.057273466140031815,0.11309583156946158,0.11638586223125458,5.535758100450039e-05,0.004341491498053074,0.0002475152723491192,0.11638586223125458,7.118902331218123,0.030729970894753933,0.006386875174939632,20.671637535095215,22.80078125,4292,4292,90132,30044,120176,1073,20.671637535095215,22.80078125
1074,1074,0.00029746473982096474,0.0002974600259153721,0.09062690261219228,0.05101434327661991,0.10763168370439892,0.10599040240049362,7.008202373981476e-05,0.003443662542849779,8.657696889713407e-05,0.10599040240049362,7.883567109704018,0.030858395621180534,0.0061152176931500435,20.671637535095215,22.80078125,4296,4296,90216,30072,120288,1074,20.671637535095215,22.80078125
1075,1075,0.0002974600259153721,0.0002974553076701989,0.08925664766381183,0.05615295469760895,0.10797429922968149,0.09138903766870499,3.3168631489388645e-05,0.0018803601851686835,3.2911219022935256e-05,0.09138903766870499,7.751791832968593,0.0303084971383214,0.006104104220867157,20.671637535095215,22.80078125,4300,4300,90300,30100,120400,1075,20.671637535095215,22.80078125
1076,1076,0.0002974553076701989,0.0002974505850855889,0.12186560593545437,0.06475206557661295,0.14344962779432535,0.13271696865558624,6.217623740667477e-05,0.006648464128375053,0.00027476437389850616,0.13271696865558624,7.847973053343594,0.03367791511118412,0.0060069868341088295,20.671637535095215,22.80078125,4304,4304,90384,30128,120512,1076,20.671637535095215,22.80078125
1077,1077,0.0002974505850855889,0.0002974458581616859,0.11673310638538428,0.05688708368688822,0.13569546761434703,0.1553112268447876,6.266043783398345e-05,0.0038637062534689903,8.608895586803555e-05,0.1553112268447876,6.65133583266288,0.030850439332425594,0.00631082896143198,20.671637535095215,22.80078125,4308,4308,90468,30156,120624,1077,20.671637535095215,22.80078125
1078,1078,0.0002974458581616859,0.000297441126898634,0.10869047267451172,0.06410884950309992,0.130060089175545,0.1454133540391922,6.577515159733593e-05,0.003878200426697731,0.00027009789482690394,0.1454133540391922,8.90487102046609,0.03549420740455389,0.006095251999795437,20.671637535095215,22.80078125,4312,4312,90552,30184,120736,1078,20.671637535095215,22.80078125
1079,1079,0.000297441126898634,0.0002974363912965772,0.11387571071585019,0.03483022470027208,0.12548578561594087,0.12965472042560577,4.142235411563888e-05,0.002221224596723914,6.986336666159332e-05,0.12965472042560577,13.98200730793178,0.034852152690291405,0.006273720413446426,20.671637535095215,22.80078125,4316,4316,90636,30212,120848,1079,20.671637535095215,22.80078125
